epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,26530.3,0.74283,0.89474,0.75288,0.97477,0.83832,0.78602,0.88724,0.76955,0.83567,0.78454,0.88425,0.64446,0.5668,0.71117,0.44839,0.89922,0.008713,0.008713,0.008713
67,26930.2,0.74246,0.89497,0.75027,0.97256,0.85252,0.77466,0.89336,0.77543,0.85022,0.77357,0.89047,0.64863,0.56433,0.70895,0.44396,0.89758,0.0086932,0.0086932,0.0086932
68,27332.9,0.74106,0.90005,0.745,0.971,0.83109,0.80108,0.89873,0.78027,0.82941,0.80006,0.89621,0.65219,0.56147,0.70668,0.43955,0.89578,0.0086734,0.0086734,0.0086734
69,27735.8,0.73839,0.89414,0.73859,0.96992,0.83674,0.80446,0.90195,0.78353,0.83673,0.80312,0.89945,0.65595,0.55911,0.70443,0.43551,0.89433,0.0086536,0.0086536,0.0086536
70,28139,0.73872,0.89636,0.73183,0.96987,0.84872,0.80673,0.90231,0.78365,0.84723,0.80584,0.89987,0.65702,0.55702,0.70242,0.43117,0.89301,0.0086338,0.0086338,0.0086338
71,28541.5,0.73683,0.88789,0.72704,0.97031,0.8475,0.81365,0.90436,0.78705,0.84597,0.81279,0.90207,0.66084,0.55505,0.7007,0.42781,0.89179,0.008614,0.008614,0.008614
72,28944.7,0.73091,0.88675,0.71895,0.96889,0.86025,0.80656,0.90701,0.78987,0.85948,0.8059,0.90464,0.66284,0.55304,0.6989,0.42447,0.89073,0.0085942,0.0085942,0.0085942
73,29347.6,0.73358,0.8908,0.72691,0.96757,0.84949,0.81577,0.91051,0.79476,0.84832,0.81472,0.90799,0.66716,0.55085,0.69724,0.42127,0.88953,0.0085744,0.0085744,0.0085744
74,29749.8,0.73061,0.88548,0.71442,0.96616,0.86377,0.81245,0.91235,0.79567,0.86253,0.81165,0.90996,0.66739,0.54894,0.69563,0.41831,0.88844,0.0085546,0.0085546,0.0085546
75,30151.7,0.72764,0.88112,0.70741,0.96034,0.87428,0.80924,0.91366,0.79656,0.87326,0.80856,0.91135,0.67005,0.5471,0.69418,0.41546,0.88737,0.0085348,0.0085348,0.0085348
76,30552.1,0.72559,0.87888,0.70678,0.96229,0.86997,0.8118,0.91721,0.80039,0.86854,0.81101,0.91468,0.67393,0.54533,0.69269,0.41279,0.88648,0.008515,0.008515,0.008515
77,30953.8,0.72228,0.87468,0.69989,0.96176,0.8661,0.81476,0.91858,0.80335,0.86467,0.81385,0.91595,0.67559,0.54367,0.69126,0.41009,0.88551,0.0084952,0.0084952,0.0084952
78,31356,0.72025,0.8729,0.69537,0.95988,0.86497,0.82067,0.91984,0.80481,0.86328,0.8197,0.91723,0.67475,0.54197,0.68993,0.40773,0.88448,0.0084754,0.0084754,0.0084754
79,31758.4,0.72028,0.86774,0.69167,0.95978,0.8682,0.81739,0.92156,0.80603,0.86612,0.81619,0.91898,0.67589,0.54039,0.68847,0.40526,0.88357,0.0084556,0.0084556,0.0084556
80,32159.1,0.72102,0.87311,0.68854,0.95796,0.86405,0.82275,0.924,0.80851,0.86189,0.82142,0.92136,0.67913,0.5389,0.68723,0.40313,0.88269,0.0084358,0.0084358,0.0084358
81,32559,0.71611,0.87197,0.68286,0.95408,0.86977,0.81951,0.92417,0.80867,0.86786,0.81849,0.92165,0.67813,0.53734,0.68589,0.40108,0.88174,0.008416,0.008416,0.008416
82,32959.8,0.71534,0.87235,0.68226,0.95571,0.87937,0.81608,0.92594,0.81102,0.87729,0.81508,0.92335,0.68117,0.53577,0.68471,0.39885,0.88078,0.0083962,0.0083962,0.0083962
83,33359.7,0.70966,0.85972,0.67112,0.95232,0.87878,0.81796,0.92669,0.81169,0.87676,0.81704,0.92414,0.6825,0.53426,0.68355,0.39692,0.87993,0.0083764,0.0083764,0.0083764
84,33758.7,0.71097,0.86588,0.6712,0.95343,0.882,0.82188,0.92782,0.81393,0.88017,0.82094,0.92522,0.68248,0.53285,0.68243,0.39505,0.87913,0.0083566,0.0083566,0.0083566
85,34159.7,0.70857,0.86445,0.67104,0.95058,0.88516,0.82242,0.93166,0.81768,0.88356,0.82141,0.92881,0.68563,0.53159,0.68128,0.39323,0.87828,0.0083368,0.0083368,0.0083368
86,34558.9,0.70223,0.85732,0.65912,0.94904,0.84749,0.8549,0.93198,0.81791,0.85858,0.84176,0.92911,0.68745,0.53026,0.68027,0.39152,0.87751,0.008317,0.008317,0.008317
87,34959.1,0.70779,0.86155,0.66845,0.95285,0.85714,0.85032,0.93332,0.8187,0.85652,0.84844,0.93057,0.68902,0.52918,0.67942,0.38987,0.8769,0.0082972,0.0082972,0.0082972
88,35360.4,0.70251,0.85631,0.65752,0.94741,0.85592,0.8529,0.9334,0.81886,0.85375,0.85167,0.93071,0.68913,0.5279,0.67847,0.38815,0.87621,0.0082774,0.0082774,0.0082774
89,35760,0.70363,0.85752,0.66029,0.94776,0.87097,0.84609,0.93376,0.81938,0.87002,0.84467,0.93116,0.68956,0.52683,0.67752,0.38636,0.87553,0.0082576,0.0082576,0.0082576
90,36158.9,0.69878,0.85632,0.65146,0.94531,0.87087,0.84792,0.93473,0.82005,0.86946,0.84629,0.93214,0.69127,0.5255,0.67662,0.38473,0.87477,0.0082378,0.0082378,0.0082378
91,36559.9,0.69664,0.85244,0.6474,0.94297,0.87395,0.84972,0.93942,0.8244,0.87204,0.84885,0.93731,0.69641,0.52428,0.67571,0.38295,0.87402,0.008218,0.008218,0.008218
